0.26704  	0.56357  	-0.4269  	-1.1146  	-0.4852  	-1.3132  	0.44191  	0.36847  	0.16445  	-0.3166  	0.11756  	0.15131  	0.08193  	0.21658  	0.34361  	0.85536  	-0.3133  	0.00157  	0.37110  	0.23816  	0.34126  	0.55995  	-0.2176  	-0.1767  	0.56651  	-0.2710  	0.47267  	-0.0753  	0.07255  	0.34733  	-0.2163  	-0.0101  	0.05390  	-0.0655  	0.65685  	-0.1356  	0.44459  	-0.0885  	-0.4487  	0.23602  	-0.0621  	-0.0253  	-0.2270  	0.36228  	0.14838  	-0.0771  	0.02011  	-0.0547  	-0.0086  	-0.1101  	-0.0519  	-0.0503  	-0.0093  	-0.0152  	-0.0390  	-0.0196  	0.00556  	-0.0181  	0.01082  	-0.0228  	-0.0443  	0.02675  	0.06666  	0.02060  	0.11869  	0.19919  	0.02037  	-0.0027  	-0.0465  	0.00043  	0.98975  	125.603  	111.044  	
0.20985  	0.57070  	-0.4335  	-1.1393  	-0.4925  	-1.3055  	0.45976  	0.37608  	0.17537  	-0.3551  	0.14589  	0.15759  	0.04526  	0.17328  	0.36825  	0.84209  	-0.2993  	-0.0029  	0.36673  	0.25985  	0.36400  	0.54504  	-0.2123  	-0.1821  	0.55138  	-0.2629  	0.47506  	-0.0516  	0.08323  	0.34106  	-0.2262  	0.00354  	0.06777  	-0.0671  	0.66775  	-0.1335  	0.46866  	-0.0787  	-0.4597  	0.23629  	-0.0459  	-0.0219  	-0.2316  	0.36134  	0.15024  	-0.0762  	0.02738  	-0.0547  	-0.0149  	-0.1116  	-0.0584  	-0.0495  	-0.0098  	-0.0157  	-0.0379  	-0.0205  	0.01143  	-0.0171  	0.00847  	-0.0171  	-0.0461  	0.02413  	0.06959  	0.02483  	0.12120  	0.20233  	0.02146  	-0.0035  	-0.0466  	0.00931  	0.98975  	125.603  	111.044  	
0.25833  	0.59244  	-0.3713  	-1.1110  	-0.5162  	-1.2457  	0.45323  	0.41781  	0.20575  	-0.3799  	0.21925  	0.20449  	0.02661  	0.17809  	0.36080  	0.89542  	-0.3152  	-0.0292  	0.36093  	0.23303  	0.43422  	0.55105  	-0.1875  	-0.1656  	0.48964  	-0.2603  	0.48928  	-0.0917  	0.01182  	0.32827  	-0.2246  	0.02663  	0.06564  	-0.0645  	0.68054  	-0.1609  	0.51715  	-0.0580  	-0.4774  	0.21677  	-0.0545  	-0.0209  	-0.2290  	0.35595  	0.15508  	-0.0761  	0.02608  	-0.0521  	-0.0148  	-0.1078  	-0.0569  	-0.0473  	-0.0078  	-0.0115  	-0.0370  	-0.0167  	0.00606  	-0.0165  	0.00615  	-0.0154  	-0.0431  	0.02010  	0.06521  	0.02940  	0.12361  	0.20469  	0.02214  	-0.0042  	-0.0468  	0.01654  	0.98975  	125.603  	111.044  	
0.24249  	0.59571  	-0.3904  	-1.1478  	-0.5556  	-1.3171  	0.42862  	0.39831  	0.21237  	-0.3598  	0.24636  	0.21194  	0.03399  	0.18415  	0.33419  	0.88642  	-0.3220  	-0.0169  	0.34502  	0.21890  	0.43435  	0.53152  	-0.1739  	-0.1684  	0.45564  	-0.2515  	0.46562  	-0.0693  	-0.0029  	0.32101  	-0.2082  	0.01581  	0.07688  	-0.0654  	0.68718  	-0.1792  	0.51959  	-0.0634  	-0.4923  	0.21179  	-0.0477  	-0.0197  	-0.2303  	0.34890  	0.15301  	-0.0760  	0.03014  	-0.0706  	-0.0212  	-0.1071  	-0.0609  	-0.0477  	-0.0078  	-0.0130  	-0.0380  	-0.0183  	0.00401  	-0.0143  	0.00901  	-0.0148  	-0.0424  	0.02934  	0.06266  	0.02981  	0.12594  	0.20628  	0.02241  	-0.0048  	-0.0471  	0.02212  	0.98975  	125.603  	111.044  	
0.22380  	0.60184  	-0.4201  	-1.1325  	-0.5387  	-1.3468  	0.41503  	0.37579  	0.20035  	-0.3662  	0.24730  	0.22137  	0.02158  	0.16101  	0.33996  	0.86454  	-0.3238  	-0.0121  	0.33570  	0.23339  	0.42305  	0.51437  	-0.1973  	-0.1858  	0.45074  	-0.2532  	0.45029  	-0.0501  	0.00815  	0.32107  	-0.2111  	0.00879  	0.07119  	-0.0624  	0.69746  	-0.1830  	0.51711  	-0.0648  	-0.5031  	0.21357  	-0.0569  	-0.0237  	-0.2458  	0.34504  	0.15476  	-0.0729  	0.02942  	-0.0787  	-0.0292  	-0.1051  	-0.0584  	-0.0480  	-0.0084  	-0.0170  	-0.0384  	-0.0196  	0.00722  	-0.0165  	0.00952  	-0.0203  	-0.0419  	0.03292  	0.06258  	0.02896  	0.12819  	0.20709  	0.02228  	-0.0054  	-0.0477  	0.02604  	0.98975  	125.603  	111.044  	
0.20607  	0.59314  	-0.4323  	-1.1142  	-0.5277  	-1.3368  	0.41714  	0.38667  	0.19959  	-0.3722  	0.22620  	0.20818  	0.02387  	0.16136  	0.35687  	0.84910  	-0.3235  	-0.0150  	0.33688  	0.22839  	0.41791  	0.52407  	-0.1924  	-0.1824  	0.45593  	-0.2548  	0.45829  	-0.0579  	0.01478  	0.32622  	-0.2158  	0.01239  	0.06642  	-0.0644  	0.69142  	-0.1841  	0.51972  	-0.0625  	-0.5028  	0.21394  	-0.0525  	-0.0264  	-0.2473  	0.34920  	0.15772  	-0.0720  	0.02798  	-0.0791  	-0.0277  	-0.1072  	-0.0605  	-0.0487  	-0.0090  	-0.0184  	-0.0393  	-0.0211  	0.00749  	-0.0164  	0.00997  	-0.0198  	-0.0431  	0.03123  	0.06008  	0.02843  	0.13035  	0.20713  	0.02174  	-0.0059  	-0.0484  	0.02831  	0.98975  	125.603  	111.044  	
0.24681  	0.59856  	-0.3996  	-1.1067  	-0.5260  	-1.3137  	0.42440  	0.39542  	0.20034  	-0.3841  	0.23224  	0.21284  	0.03175  	0.17693  	0.37584  	0.87481  	-0.3290  	-0.0159  	0.34149  	0.21856  	0.43480  	0.53311  	-0.1833  	-0.1712  	0.46066  	-0.2536  	0.47081  	-0.0765  	-0.0067  	0.32960  	-0.2162  	0.01611  	0.06879  	-0.0668  	0.70724  	-0.1852  	0.52765  	-0.0598  	-0.5028  	0.21219  	-0.0655  	-0.0185  	-0.2434  	0.34909  	0.15565  	-0.0741  	0.02750  	-0.0748  	-0.0237  	-0.1093  	-0.0591  	-0.0469  	-0.0101  	-0.0176  	-0.0373  	-0.0176  	0.00806  	-0.0162  	0.00932  	-0.0176  	-0.0445  	0.03030  	0.05963  	0.02858  	0.13243  	0.20639  	0.02079  	-0.0063  	-0.0493  	0.02893  	0.98975  	125.603  	111.044  	
0.25055  	0.60023  	-0.3925  	-1.1171  	-0.5319  	-1.2999  	0.42732  	0.40315  	0.21185  	-0.3844  	0.23222  	0.21364  	0.03535  	0.17585  	0.37416  	0.88895  	-0.3301  	-0.0244  	0.34632  	0.21646  	0.43647  	0.53821  	-0.1759  	-0.1695  	0.45487  	-0.2512  	0.46716  	-0.0769  	-0.0049  	0.33051  	-0.2128  	0.01546  	0.07143  	-0.0647  	0.70020  	-0.1869  	0.52982  	-0.0591  	-0.5000  	0.21104  	-0.0569  	-0.0172  	-0.2376  	0.35080  	0.15458  	-0.0752  	0.02865  	-0.0741  	-0.0221  	-0.1103  	-0.0584  	-0.0474  	-0.0092  	-0.0155  	-0.0364  	-0.0178  	0.00454  	-0.0141  	0.00962  	-0.0162  	-0.0446  	0.02965  	0.06027  	0.02938  	0.13534  	0.20373  	0.01862  	-0.0059  	-0.0514  	0.01886  	0.98975  	125.603  	111.044  	
0.25155  	0.59490  	-0.3927  	-1.1151  	-0.5326  	-1.3034  	0.42556  	0.39386  	0.20831  	-0.3781  	0.22114  	0.19787  	0.04007  	0.18212  	0.35718  	0.87569  	-0.3258  	-0.0216  	0.34864  	0.21515  	0.42758  	0.54666  	-0.1778  	-0.1618  	0.47207  	-0.2547  	0.47515  	-0.0711  	0.00794  	0.33438  	-0.2140  	0.01499  	0.07299  	-0.0662  	0.69801  	-0.1756  	0.51626  	-0.0654  	-0.4939  	0.21454  	-0.0565  	-0.0175  	-0.2313  	0.34914  	0.15284  	-0.0751  	0.02916  	-0.0701  	-0.0213  	-0.1109  	-0.0575  	-0.0483  	-0.0102  	-0.0170  	-0.0355  	-0.0186  	0.00752  	-0.0141  	0.00841  	-0.0171  	-0.0455  	0.02637  	0.06026  	0.02909  	0.13659  	0.20069  	0.01646  	-0.0061  	-0.0525  	0.00993  	0.98975  	125.603  	111.044  	
0.25793  	0.59692  	-0.3841  	-1.1315  	-0.5523  	-1.3046  	0.42624  	0.40896  	0.21782  	-0.3697  	0.23624  	0.20202  	0.04420  	0.19084  	0.35810  	0.89257  	-0.3277  	-0.0229  	0.35330  	0.21276  	0.44625  	0.54178  	-0.1709  	-0.1659  	0.45563  	-0.2565  	0.47870  	-0.0810  	-0.0121  	0.32640  	-0.2132  	0.01948  	0.07476  	-0.0663  	0.70002  	-0.1838  	0.53063  	-0.0605  	-0.4949  	0.21628  	-0.0542  	-0.0160  	-0.2315  	0.34837  	0.15360  	-0.0775  	0.02865  	-0.0688  	-0.0200  	-0.1094  	-0.0590  	-0.0485  	-0.0080  	-0.0132  	-0.0358  	-0.0157  	0.00528  	-0.0153  	0.00872  	-0.0130  	-0.0424  	0.02810  	0.06237  	0.03073  	0.13801  	0.19713  	0.01417  	-0.0067  	-0.0533  	0.00737  	0.98975  	125.603  	111.044  	
